Auction ID,location,Interval,X,Y,precip,weights
19,"Moutlrie, GA",2005_08,-83.79,31.19,67.53,463.8157895
16,"Pulaski Co Stockyard, GA",2005_08,-83.47,32.28,111.36,465.3409091
12,"Swainsboro, GA",2005_08,-82.33,32.6,114.35,476.3513514
8,"Thomaston, GA",2005_08,-84.33,32.89,108.62,437.0967742
5,"Thomasville, GA",2005_08,-83.98,30.84,97.13,475.974026
2,"Washington, GA",2005_08,-82.74,33.74,102.31,477.7777778
13,"Americus, GA",2005_09,-84.23,32.07,108.86,458.6956522
11,"Ashburn, GA",2005_09,-83.65,31.71,170.06,460.9375
0,"Athens, GA",2005_09,-83.38,33.96,91.04,519.0909091
18,"Blackshear, GA",2005_09,-82.24,31.31,100.99,413.7931034
15,"Blakely, GA",2005_09,-84.93,31.38,58.63,497.6923077
10,"Calhoun, GA",2005_09,-84.95,34.5,80.17,517.032967
7,"Carnesville, GA",2005_09,-83.24,34.37,80.33,498.8372093
4,"Carrollton, GA",2005_09,-85.08,33.58,101.87,473.8372093
1,"Dixie Livestock Market, GA",2005_09,-82.32,32.37,94.5,477.7777778
19,"Donalsonville, GA",2005_09,-84.88,31.04,90.53,467.9245283
16,"Eastanollee, GA",2005_09,-83.26,34.52,61.7,489.4736842
12,"Fitzgerald, GA",2005_09,-83.25,31.72,80.38,443.9655172
8,"Greensboro, GA",2005_09,-83.18,33.58,116.6,497.5806452
5,"Jackson, GA",2005_09,-83.97,33.3,72.97,483.0357143
2,"Lanier, GA",2005_09,-84,34.28,179.09,483.7662338
20,"Moutlrie, GA",2005_09,-83.79,31.19,70.65,497.3684211
17,"Pulaski Co Stockyard, GA",2005_09,-83.47,32.28,80.25,456.7901235
14,"Swainsboro, GA",2005_09,-82.33,32.6,72.29,471.875
9,"Thomaston, GA",2005_09,-84.33,32.89,66.81,450
6,"Thomasville, GA",2005_09,-83.98,30.84,103.54,450.9433962
3,"Washington, GA",2005_09,-82.74,33.74,99.47,482.3529412
13,"Americus, GA",2005_10,-84.23,32.07,129.5,447.7272727
11,"Ashburn, GA",2005_10,-83.65,31.71,98.74,456.6666667
1,"Athens, GA",2005_10,-83.38,33.96,88.94,462.7659574
19,"Blackshear, GA",2005_10,-82.24,31.31,151.29,413.6363636
16,"Blakely, GA",2005_10,-84.93,31.38,83.1,477.5
12,"Calhoun, GA",2005_10,-84.95,34.5,85.69,521.978022
8,"Carnesville, GA",2005_10,-83.24,34.37,71.64,496.1111111
5,"Carrollton, GA",2005_10,-85.08,33.58,114.88,483.0097087
2,"Dixie Livestock Market, GA",2005_10,-82.32,32.37,178.42,467.3913043
20,"Donalsonville, GA",2005_10,-84.88,31.04,39.69,455.2238806
17,"Eastanollee, GA",2005_10,-83.26,34.52,31.06,490.8602151
14,"Fitzgerald, GA",2005_10,-83.25,31.72,115.59,442.2222222
9,"Greensboro, GA",2005_10,-83.18,33.58,88.58,516.9491525
6,"Jackson, GA",2005_10,-83.97,33.3,96.76,480.4597701
3,"Lanier, GA",2005_10,-84,34.28,67.24,483.1460674
0,"Moutlrie, GA",2005_10,-83.79,31.19,109.85,480
18,"Pulaski Co Stockyard, GA",2005_10,-83.47,32.28,34.94,446.3768116
15,"Swainsboro, GA",2005_10,-82.33,32.6,64.75,443.6619718
10,"Thomaston, GA",2005_10,-84.33,32.89,124.66,473.1481481
7,"Thomasville, GA",2005_10,-83.98,30.84,87.12,442
4,"Washington, GA",2005_10,-82.74,33.74,77.74,480.3030303
13,"Americus, GA",2005_11,-84.23,32.07,88.09,474.3902439
11,"Ashburn, GA",2005_11,-83.65,31.71,90.39,466.1111111
2,"Athens, GA",2005_11,-83.38,33.96,70.73,447.2222222
20,"Blackshear, GA",2005_11,-82.24,31.31,170.57,465
17,"Blakely, GA",2005_11,-84.93,31.38,141.36,495.4545455
14,"Calhoun, GA",2005_11,-84.95,34.5,95.3,502.2058824
9,"Carnesville, GA",2005_11,-83.24,34.37,81.36,477.3584906
6,"Carrollton, GA",2005_11,-85.08,33.58,123.15,484.4262295
3,"Dixie Livestock Market, GA",2005_11,-82.32,32.37,86.91,454.5454545
0,"Donalsonville, GA",2005_11,-84.88,31.04,48.59,460.5633803
18,"Eastanollee, GA",2005_11,-83.26,34.52,64.9,496.5116279
15,"Fitzgerald, GA",2005_11,-83.25,31.72,111.57,454.1666667
10,"Greensboro, GA",2005_11,-83.18,33.58,54.71,467.1875
7,"Jackson, GA",2005_11,-83.97,33.3,99.83,474.137931
4,"Lanier, GA",2005_11,-84,34.28,169.24,482.1428571
1,"Moutlrie, GA",2005_11,-83.79,31.19,96.52,479.1044776
19,"Pulaski Co Stockyard, GA",2005_11,-83.47,32.28,48.44,461.6071429
16,"Swainsboro, GA",2005_11,-82.33,32.6,72.26,480.4347826
12,"Thomaston, GA",2005_11,-84.33,32.89,162.43,464.516129
8,"Thomasville, GA",2005_11,-83.98,30.84,68.42,476.8518519
5,"Washington, GA",2005_11,-82.74,33.74,84.18,477.8688525
13,"Americus, GA",2006_01,-84.23,32.07,61.06,444.047619
11,"Ashburn, GA",2006_01,-83.65,31.71,24.66,462.2340426
3,"Athens, GA",2006_01,-83.38,33.96,94.24,432.4074074
0,"Blackshear, GA",2006_01,-82.24,31.31,92.58,438.7096774
18,"Blakely, GA",2006_01,-84.93,31.38,92.21,529.4642857
15,"Calhoun, GA",2006_01,-84.95,34.5,75.01,497.752809
10,"Carnesville, GA",2006_01,-83.24,34.37,61.98,503.6363636
7,"Carrollton, GA",2006_01,-85.08,33.58,,447.3958333
4,"Dixie Livestock Market, GA",2006_01,-82.32,32.37,147.95,476.5306122
1,"Donalsonville, GA",2006_01,-84.88,31.04,70.74,446.969697
19,"Eastanollee, GA",2006_01,-83.26,34.52,80.64,480.2083333
16,"Fitzgerald, GA",2006_01,-83.25,31.72,87.05,455.7971014
12,"Greensboro, GA",2006_01,-83.18,33.58,21.3,496.2686567
8,"Jackson, GA",2006_01,-83.97,33.3,138.92,471.9178082
5,"Lanier, GA",2006_01,-84,34.28,117.55,493.6893204
2,"Moutlrie, GA",2006_01,-83.79,31.19,102.39,484.5454545
20,"Pulaski Co Stockyard, GA",2006_01,-83.47,32.28,71.5,457.3394495
17,"Swainsboro, GA",2006_01,-82.33,32.6,95.97,447.761194
14,"Thomaston, GA",2006_01,-84.33,32.89,147.46,421.6216216
9,"Thomasville, GA",2006_01,-83.98,30.84,149.15,446.875
6,"Washington, GA",2006_01,-82.74,33.74,93.44,453.5714286
13,"Americus, GA",2006_02,-84.23,32.07,87.16,407.1428571
11,"Ashburn, GA",2006_02,-83.65,31.71,51.79,455.0724638
4,"Athens, GA",2006_02,-83.38,33.96,105.46,488.75
1,"Blackshear, GA",2006_02,-82.24,31.31,197.99,426.1904762
19,"Blakely, GA",2006_02,-84.93,31.38,119.77,478.5714286
16,"Calhoun, GA",2006_02,-84.95,34.5,51.98,491.6666667
12,"Carnesville, GA",2006_02,-83.24,34.37,58.92,475.8241758
8,"Carrollton, GA",2006_02,-85.08,33.58,,454.6666667
5,"Dixie Livestock Market, GA",2006_02,-82.32,32.37,73.31,477.7777778
2,"Donalsonville, GA",2006_02,-84.88,31.04,61.38,446
20,"Eastanollee, GA",2006_02,-83.26,34.52,66.26,465.3333333
17,"Fitzgerald, GA",2006_02,-83.25,31.72,106.97,445.3703704
14,"Greensboro, GA",2006_02,-83.18,33.58,55.63,472.6190476
9,"Jackson, GA",2006_02,-83.97,33.3,94.04,461.8644068
6,"Lanier, GA",2006_02,-84,34.28,70.28,464.4736842
3,"Moutlrie, GA",2006_02,-83.79,31.19,111.24,487.5
0,"Pulaski Co Stockyard, GA",2006_02,-83.47,32.28,70.12,454.8611111
18,"Swainsboro, GA",2006_02,-82.33,32.6,91.88,443.5483871
15,"Thomaston, GA",2006_02,-84.33,32.89,137.45,457.6923077
7,"Washington, GA",2006_02,-82.74,33.74,83.25,424.2857143
13,"Americus, GA",2006_03,-84.23,32.07,93.51,424.5762712
11,"Ashburn, GA",2006_03,-83.65,31.71,82.35,458.4745763
5,"Athens, GA",2006_03,-83.38,33.96,93.26,433.125
2,"Blackshear, GA",2006_03,-82.24,31.31,85.76,447.826087
20,"Blakely, GA",2006_03,-84.93,31.38,163.72,506.3636364
17,"Calhoun, GA",2006_03,-84.95,34.5,60.16,494.5544554
14,"Carnesville, GA",2006_03,-83.24,34.37,107.97,496.4285714
9,"Carrollton, GA",2006_03,-85.08,33.58,127.74,465.0684932
6,"Dixie Livestock Market, GA",2006_03,-82.32,32.37,79.15,508.6206897
3,"Donalsonville, GA",2006_03,-84.88,31.04,40.48,474.6987952
0,"Eastanollee, GA",2006_03,-83.26,34.52,66.81,486.9863014
18,"Fitzgerald, GA",2006_03,-83.25,31.72,139.7,472.6315789
15,"Greensboro, GA",2006_03,-83.18,33.58,136.41,454.0983607
10,"Jackson, GA",2006_03,-83.97,33.3,63.9,478.0898876
7,"Lanier, GA",2006_03,-84,34.28,74.78,493.8271605
4,"Moutlrie, GA",2006_03,-83.79,31.19,73.87,502.7777778
1,"Pulaski Co Stockyard, GA",2006_03,-83.47,32.28,74.55,427.1929825
19,"Swainsboro, GA",2006_03,-82.33,32.6,104.17,462.6666667
16,"Thomaston, GA",2006_03,-84.33,32.89,98.61,442.3076923
13,"Americus, GA",2006_04,-84.23,32.07,105.42,441.8367347
11,"Ashburn, GA",2006_04,-83.65,31.71,81.9,467.4157303
6,"Athens, GA",2006_04,-83.38,33.96,102.65,420.5128205
3,"Blackshear, GA",2006_04,-82.24,31.31,68.42,418.75
0,"Blakely, GA",2006_04,-84.93,31.38,154.74,474.5762712
18,"Calhoun, GA",2006_04,-84.95,34.5,78.6,478.5714286
15,"Carnesville, GA",2006_04,-83.24,34.37,115.76,487.704918
10,"Carrollton, GA",2006_04,-85.08,33.58,66.48,470.2702703
7,"Dixie Livestock Market, GA",2006_04,-82.32,32.37,150.53,522.4719101
4,"Donalsonville, GA",2006_04,-84.88,31.04,59.09,476.8656716
1,"Eastanollee, GA",2006_04,-83.26,34.52,100.18,483.7837838
19,"Fitzgerald, GA",2006_04,-83.25,31.72,141.26,449.0740741
16,"Greensboro, GA",2006_04,-83.18,33.58,124.75,482.2916667
12,"Jackson, GA",2006_04,-83.97,33.3,79.46,479.1666667
8,"Lanier, GA",2006_04,-84,34.28,139.44,480.1369863
5,"Moutlrie, GA",2006_04,-83.79,31.19,41.04,474.2857143
2,"Pulaski Co Stockyard, GA",2006_04,-83.47,32.28,91.57,457.1428571
20,"Swainsboro, GA",2006_04,-82.33,32.6,111.86,450.6756757
17,"Thomaston, GA",2006_04,-84.33,32.89,175.14,371.4285714
13,"Americus, GA",2006_05,-84.23,32.07,92.61,418.75
11,"Ashburn, GA",2006_05,-83.65,31.71,79.06,462.3893805
7,"Athens, GA",2006_05,-83.38,33.96,69.77,460.6666667
4,"Blackshear, GA",2006_05,-82.24,31.31,59.94,439.7435897
1,"Blakely, GA",2006_05,-84.93,31.38,153.89,500
19,"Calhoun, GA",2006_05,-84.95,34.5,92.46,477.8481013
16,"Carnesville, GA",2006_05,-83.24,34.37,65.1,450.4424779
12,"Carrollton, GA",2006_05,-85.08,33.58,75.35,455.0561798
8,"Dixie Livestock Market, GA",2006_05,-82.32,32.37,147.12,453.3333333
5,"Donalsonville, GA",2006_05,-84.88,31.04,73.31,467.2619048
2,"Eastanollee, GA",2006_05,-83.26,34.52,108.66,485.443038
20,"Fitzgerald, GA",2006_05,-83.25,31.72,77.16,455.6451613
17,"Greensboro, GA",2006_05,-83.18,33.58,107.6,478.125
14,"Jackson, GA",2006_05,-83.97,33.3,80.8,472.2972973
9,"Lanier, GA",2006_05,-84,34.28,69.78,472.7777778
6,"Moutlrie, GA",2006_05,-83.79,31.19,76.08,472.7272727
3,"Pulaski Co Stockyard, GA",2006_05,-83.47,32.28,90.74,447.1264368
0,"Swainsboro, GA",2006_05,-82.33,32.6,73.1,448.3333333
18,"Thomaston, GA",2006_05,-84.33,32.89,61.56,393.75
10,"Washington, GA",2006_05,-82.74,33.74,39.53,439.2857143
13,"Americus, GA",2006_06,-84.23,32.07,79.29,461.3636364
11,"Ashburn, GA",2006_06,-83.65,31.71,54.35,470.2247191
8,"Athens, GA",2006_06,-83.38,33.96,79.34,451.1363636
5,"Blackshear, GA",2006_06,-82.24,31.31,102.84,414.7058824
2,"Blakely, GA",2006_06,-84.93,31.38,153.26,500
20,"Calhoun, GA",2006_06,-84.95,34.5,97.72,483.8095238
17,"Carnesville, GA",2006_06,-83.24,34.37,62.31,485.8974359
14,"Carrollton, GA",2006_06,-85.08,33.58,83.98,452.2058824
9,"Dixie Livestock Market, GA",2006_06,-82.32,32.37,39.07,443.9393939
6,"Donalsonville, GA",2006_06,-84.88,31.04,79.86,466.9354839
3,"Eastanollee, GA",2006_06,-83.26,34.52,91.76,485.8490566
0,"Fitzgerald, GA",2006_06,-83.25,31.72,58.26,411.7283951
18,"Greensboro, GA",2006_06,-83.18,33.58,72.41,463.28125
15,"Jackson, GA",2006_06,-83.97,33.3,124.6,461.3207547
10,"Lanier, GA",2006_06,-84,34.28,69.87,490
7,"Moutlrie, GA",2006_06,-83.79,31.19,161.12,491.5492958
4,"Pulaski Co Stockyard, GA",2006_06,-83.47,32.28,76.72,443.5064935
1,"Swainsboro, GA",2006_06,-82.33,32.6,100.12,466.3461538
19,"Thomaston, GA",2006_06,-84.33,32.89,96.18,423.9130435
12,"Washington, GA",2006_06,-82.74,33.74,67.3,461.1111111
13,"Americus, GA",2006_07,-84.23,32.07,67.13,413.3928571
11,"Ashburn, GA",2006_07,-83.65,31.71,66.82,471.2328767
9,"Athens, GA",2006_07,-83.38,33.96,90,453.125
6,"Blackshear, GA",2006_07,-82.24,31.31,155.35,444.7368421
3,"Blakely, GA",2006_07,-84.93,31.38,109.53,476.5957447
0,"Calhoun, GA",2006_07,-84.95,34.5,130.37,495.5223881
18,"Carnesville, GA",2006_07,-83.24,34.37,73.72,446.9230769
15,"Carrollton, GA",2006_07,-85.08,33.58,66.84,472.5352113
10,"Dixie Livestock Market, GA",2006_07,-82.32,32.37,104.17,466.0377358
7,"Donalsonville, GA",2006_07,-84.88,31.04,73.97,495.9183673
4,"Eastanollee, GA",2006_07,-83.26,34.52,92.44,505.2238806
1,"Fitzgerald, GA",2006_07,-83.25,31.72,96.71,446.4285714
19,"Greensboro, GA",2006_07,-83.18,33.58,141.75,500
16,"Jackson, GA",2006_07,-83.97,33.3,153.92,444.7368421
12,"Lanier, GA",2006_07,-84,34.28,84.44,485.3448276
8,"Moutlrie, GA",2006_07,-83.79,31.19,172.16,494.2307692
5,"Pulaski Co Stockyard, GA",2006_07,-83.47,32.28,61,443.75
2,"Swainsboro, GA",2006_07,-82.33,32.6,39.41,439.0909091
20,"Thomaston, GA",2006_07,-84.33,32.89,159.35,442.3913043
14,"Washington, GA",2006_07,-82.74,33.74,101.86,475.5813953
13,"Americus, GA",2006_08,-84.23,32.07,57.79,466
11,"Ashburn, GA",2006_08,-83.65,31.71,84.23,461.7391304
10,"Athens, GA",2006_08,-83.38,33.96,61.87,460.1190476
7,"Blackshear, GA",2006_08,-82.24,31.31,124.09,433.9622642
4,"Blakely, GA",2006_08,-84.93,31.38,62.14,525.862069
1,"Calhoun, GA",2006_08,-84.95,34.5,114.98,492.9824561
19,"Carnesville, GA",2006_08,-83.24,34.37,129.9,470.1680672
16,"Carrollton, GA",2006_08,-85.08,33.58,95.08,472
12,"Dixie Livestock Market, GA",2006_08,-82.32,32.37,178.15,465.3409091
8,"Donalsonville, GA",2006_08,-84.88,31.04,96.16,504.3478261
5,"Eastanollee, GA",2006_08,-83.26,34.52,84.93,493.3333333
2,"Fitzgerald, GA",2006_08,-83.25,31.72,74.29,439.4117647
20,"Greensboro, GA",2006_08,-83.18,33.58,204.25,500
17,"Jackson, GA",2006_08,-83.97,33.3,96.14,470.9183673
14,"Lanier, GA",2006_08,-84,34.28,102.43,481.25
9,"Moutlrie, GA",2006_08,-83.79,31.19,83.63,481.1111111
6,"Pulaski Co Stockyard, GA",2006_08,-83.47,32.28,55.04,438.4210526
3,"Swainsboro, GA",2006_08,-82.33,32.6,70.71,445.2830189
0,"Thomaston, GA",2006_08,-84.33,32.89,238.79,450
15,"Washington, GA",2006_08,-82.74,33.74,78.03,454.3478261
13,"Americus, GA",2006_09,-84.23,32.07,47.26,457.4074074
11,"Ashburn, GA",2006_09,-83.65,31.71,70.56,464.2105263
12,"Athens, GA",2006_09,-83.38,33.96,31.72,499.2537313
8,"Blackshear, GA",2006_09,-82.24,31.31,112.5,443.4782609
5,"Blakely, GA",2006_09,-84.93,31.38,76.54,571.875
2,"Calhoun, GA",2006_09,-84.95,34.5,94.59,501.1494253
20,"Carnesville, GA",2006_09,-83.24,34.37,53.59,467.2043011
17,"Carrollton, GA",2006_09,-85.08,33.58,111.49,478.2894737
14,"Dixie Livestock Market, GA",2006_09,-82.32,32.37,187.82,469.7183099
9,"Donalsonville, GA",2006_09,-84.88,31.04,78.17,492.1052632
6,"Eastanollee, GA",2006_09,-83.26,34.52,52.32,463.4146341
3,"Fitzgerald, GA",2006_09,-83.25,31.72,59,445.3125
0,"Greensboro, GA",2006_09,-83.18,33.58,229.37,498.3870968
18,"Jackson, GA",2006_09,-83.97,33.3,83.79,484.2105263
15,"Lanier, GA",2006_09,-84,34.28,92.42,495.5128205
10,"Moutlrie, GA",2006_09,-83.79,31.19,81.38,499.137931
7,"Pulaski Co Stockyard, GA",2006_09,-83.47,32.28,45.69,458.1395349
4,"Swainsboro, GA",2006_09,-82.33,32.6,45.47,444.3548387
1,"Thomaston, GA",2006_09,-84.33,32.89,,455
16,"Washington, GA",2006_09,-82.74,33.74,54.73,478.7234043
13,"Americus, GA",2006_10,-84.23,32.07,54.16,459.7560976
11,"Ashburn, GA",2006_10,-83.65,31.71,73.89,472.1649485
14,"Athens, GA",2006_10,-83.38,33.96,88.8,472.7272727
9,"Blackshear, GA",2006_10,-82.24,31.31,82.41,504.5454545
6,"Blakely, GA",2006_10,-84.93,31.38,143.06,521.5517241
3,"Calhoun, GA",2006_10,-84.95,34.5,66.75,503.7037037
0,"Carnesville, GA",2006_10,-83.24,34.37,58.63,474.537037
18,"Carrollton, GA",2006_10,-85.08,33.58,81.52,480.1075269
15,"Dixie Livestock Market, GA",2006_10,-82.32,32.37,107.93,472.5806452
10,"Donalsonville, GA",2006_10,-84.88,31.04,64.22,461.6071429
7,"Eastanollee, GA",2006_10,-83.26,34.52,33.03,500.9090909
4,"Fitzgerald, GA",2006_10,-83.25,31.72,80.56,481.0606061
1,"Greensboro, GA",2006_10,-83.18,33.58,129.22,514.7727273
19,"Jackson, GA",2006_10,-83.97,33.3,98.79,484.2592593
16,"Lanier, GA",2006_10,-84,34.28,88.5,480.8823529
12,"Moutlrie, GA",2006_10,-83.79,31.19,100.88,470.9677419
8,"Pulaski Co Stockyard, GA",2006_10,-83.47,32.28,69.86,471.4285714
5,"Swainsboro, GA",2006_10,-82.33,32.6,86.69,481.0126582
2,"Thomaston, GA",2006_10,-84.33,32.89,,459.2592593
17,"Washington, GA",2006_10,-82.74,33.74,49.64,485.7142857
13,"Americus, GA",2006_11,-84.23,32.07,81.46,433.9285714
11,"Ashburn, GA",2006_11,-83.65,31.71,109.25,451.744186
15,"Athens, GA",2006_11,-83.38,33.96,159.77,469.6721311
10,"Blackshear, GA",2006_11,-82.24,31.31,57.36,431.25
7,"Blakely, GA",2006_11,-84.93,31.38,70.86,500
4,"Calhoun, GA",2006_11,-84.95,34.5,79.82,503.2051282
1,"Carnesville, GA",2006_11,-83.24,34.37,81.84,435.3448276
19,"Carrollton, GA",2006_11,-85.08,33.58,98.53,463.7096774
16,"Dixie Livestock Market, GA",2006_11,-82.32,32.37,78.85,439.6825397
12,"Donalsonville, GA",2006_11,-84.88,31.04,59.43,471.4285714
8,"Eastanollee, GA",2006_11,-83.26,34.52,19.93,492.3076923
5,"Fitzgerald, GA",2006_11,-83.25,31.72,64.87,443.3333333
2,"Greensboro, GA",2006_11,-83.18,33.58,105.97,492.9824561
20,"Jackson, GA",2006_11,-83.97,33.3,131.87,476.4705882
17,"Lanier, GA",2006_11,-84,34.28,84.03,490.8333333
14,"Moutlrie, GA",2006_11,-83.79,31.19,156.61,478
9,"Pulaski Co Stockyard, GA",2006_11,-83.47,32.28,58.48,471.9298246
6,"Swainsboro, GA",2006_11,-82.33,32.6,102.91,436.0465116
3,"Thomaston, GA",2006_11,-84.33,32.89,107.05,446.7741935
18,"Washington, GA",2006_11,-82.74,33.74,34.38,457.6923077
13,"Americus, GA",2007_01,-84.23,32.07,90.09,431.5789474
11,"Ashburn, GA",2007_01,-83.65,31.71,120.17,478.8235294
16,"Athens, GA",2007_01,-83.38,33.96,124.52,463.7254902
8,"Blakely, GA",2007_01,-84.93,31.38,76.64,492.7083333
5,"Calhoun, GA",2007_01,-84.95,34.5,71.57,507.9268293
2,"Carnesville, GA",2007_01,-83.24,34.37,94.41,483.0508475
20,"Carrollton, GA",2007_01,-85.08,33.58,116.02,485.2112676
17,"Dixie Livestock Market, GA",2007_01,-82.32,32.37,102.97,467.4528302
14,"Donalsonville, GA",2007_01,-84.88,31.04,60.87,475.3333333
9,"Eastanollee, GA",2007_01,-83.26,34.52,78.46,477.2727273
6,"Fitzgerald, GA",2007_01,-83.25,31.72,64.33,443.4782609
3,"Greensboro, GA",2007_01,-83.18,33.58,81.08,480.6451613
0,"Jackson, GA",2007_01,-83.97,33.3,126.67,475.8064516
18,"Lanier, GA",2007_01,-84,34.28,80.4,504.2168675
15,"Moutlrie, GA",2007_01,-83.79,31.19,191.77,483.3333333
10,"Pulaski Co Stockyard, GA",2007_01,-83.47,32.28,97.31,460.6666667
7,"Swainsboro, GA",2007_01,-82.33,32.6,77.07,435.8490566
4,"Thomaston, GA",2007_01,-84.33,32.89,83.83,459.375
19,"Washington, GA",2007_01,-82.74,33.74,101.43,475
13,"Americus, GA",2007_02,-84.23,32.07,66.88,446.1538462
11,"Ashburn, GA",2007_02,-83.65,31.71,75.83,466.6666667
17,"Athens, GA",2007_02,-83.38,33.96,66.77,456.4516129
14,"Blackshear, GA",2007_02,-82.24,31.31,115.37,466.6666667
9,"Blakely, GA",2007_02,-84.93,31.38,88.96,594.1176471
6,"Calhoun, GA",2007_02,-84.95,34.5,130.61,500.6493506
3,"Carnesville, GA",2007_02,-83.24,34.37,77.4,485.8823529
0,"Carrollton, GA",2007_02,-85.08,33.58,62.98,473.125
18,"Dixie Livestock Market, GA",2007_02,-82.32,32.37,111.06,522.0930233
15,"Donalsonville, GA",2007_02,-84.88,31.04,126.9,510.7142857
10,"Eastanollee, GA",2007_02,-83.26,34.52,52.75,492.5675676
7,"Fitzgerald, GA",2007_02,-83.25,31.72,43.49,494.6969697
4,"Greensboro, GA",2007_02,-83.18,33.58,112.37,479.8387097
1,"Jackson, GA",2007_02,-83.97,33.3,68.93,479.1044776
19,"Lanier, GA",2007_02,-84,34.28,97.33,493.1578947
16,"Moutlrie, GA",2007_02,-83.79,31.19,138.09,518.2291667
12,"Pulaski Co Stockyard, GA",2007_02,-83.47,32.28,86.36,465.6626506
8,"Swainsboro, GA",2007_02,-82.33,32.6,47.58,471.4285714
20,"Washington, GA",2007_02,-82.74,33.74,85.85,461.4035088
13,"Americus, GA",2007_03,-84.23,32.07,90.61,492.8571429
11,"Ashburn, GA",2007_03,-83.65,31.71,61.75,493.75
18,"Athens, GA",2007_03,-83.38,33.96,145.79,457.1428571
15,"Blackshear, GA",2007_03,-82.24,31.31,82.16,465.3846154
10,"Blakely, GA",2007_03,-84.93,31.38,108.09,539.0909091
7,"Calhoun, GA",2007_03,-84.95,34.5,52.59,510.5504587
4,"Carnesville, GA",2007_03,-83.24,34.37,99.23,474.375
1,"Carrollton, GA",2007_03,-85.08,33.58,24.33,484.1772152
19,"Dixie Livestock Market, GA",2007_03,-82.32,32.37,112.68,497.8723404
16,"Donalsonville, GA",2007_03,-84.88,31.04,103.9,518.125
12,"Eastanollee, GA",2007_03,-83.26,34.52,111.15,487.8571429
8,"Fitzgerald, GA",2007_03,-83.25,31.72,44.52,478.8288288
5,"Greensboro, GA",2007_03,-83.18,33.58,113.31,489.2857143
2,"Jackson, GA",2007_03,-83.97,33.3,57.35,492.5
20,"Lanier, GA",2007_03,-84,34.28,106.66,504.4871795
17,"Moutlrie, GA",2007_03,-83.79,31.19,81.19,522.7272727
14,"Pulaski Co Stockyard, GA",2007_03,-83.47,32.28,108.63,487.9518072
9,"Swainsboro, GA",2007_03,-82.33,32.6,53.03,455.6338028
6,"Thomaston, GA",2007_03,-84.33,32.89,105.92,454.7619048
0,"Washington, GA",2007_03,-82.74,33.74,94,476.7123288
13,"Americus, GA",2007_04,-84.23,32.07,74.2,457.1428571
11,"Ashburn, GA",2007_04,-83.65,31.71,80.6,493.6170213
19,"Athens, GA",2007_04,-83.38,33.96,162.68,473.7288136
16,"Blackshear, GA",2007_04,-82.24,31.31,75.86,435.8490566
12,"Blakely, GA",2007_04,-84.93,31.38,114.16,564.1666667
8,"Calhoun, GA",2007_04,-84.95,34.5,99.93,483.5294118
5,"Carnesville, GA",2007_04,-83.24,34.37,70.41,491.954023
2,"Carrollton, GA",2007_04,-85.08,33.58,52.54,498.3516484
20,"Dixie Livestock Market, GA",2007_04,-82.32,32.37,,503.125
17,"Donalsonville, GA",2007_04,-84.88,31.04,43.21,540.3846154
14,"Eastanollee, GA",2007_04,-83.26,34.52,128.62,475
9,"Fitzgerald, GA",2007_04,-83.25,31.72,65.59,487.5
6,"Greensboro, GA",2007_04,-83.18,33.58,101.13,487.8787879
3,"Jackson, GA",2007_04,-83.97,33.3,47.03,490.2439024
0,"Lanier, GA",2007_04,-84,34.28,85.2,510
18,"Moutlrie, GA",2007_04,-83.79,31.19,44,500.4807692
15,"Pulaski Co Stockyard, GA",2007_04,-83.47,32.28,124.68,467.032967
10,"Swainsboro, GA",2007_04,-82.33,32.6,60.62,472.6027397
7,"Thomaston, GA",2007_04,-84.33,32.89,119.05,433.3333333
1,"Washington, GA",2007_04,-82.74,33.74,101.57,465
13,"Americus, GA",2007_05,-84.23,32.07,53.51,463.9534884
11,"Ashburn, GA",2007_05,-83.65,31.71,117.89,456.2015504
20,"Athens, GA",2007_05,-83.38,33.96,94.59,491.8604651
17,"Blackshear, GA",2007_05,-82.24,31.31,72.8,444.4444444
14,"Blakely, GA",2007_05,-84.93,31.38,182.12,614.1509434
9,"Calhoun, GA",2007_05,-84.95,34.5,106.48,506.4102564
6,"Carnesville, GA",2007_05,-83.24,34.37,60.39,490
3,"Carrollton, GA",2007_05,-85.08,33.58,90.92,475.5952381
0,"Dixie Livestock Market, GA",2007_05,-82.32,32.37,,466.5137615
18,"Donalsonville, GA",2007_05,-84.88,31.04,58.35,506.043956
15,"Eastanollee, GA",2007_05,-83.26,34.52,108.96,477.3333333
10,"Fitzgerald, GA",2007_05,-83.25,31.72,79.24,476.5486726
7,"Greensboro, GA",2007_05,-83.18,33.58,113.8,492.1348315
4,"Jackson, GA",2007_05,-83.97,33.3,73.45,461.5853659
1,"Lanier, GA",2007_05,-84,34.28,74.36,492.0454545
19,"Moutlrie, GA",2007_05,-83.79,31.19,57.85,474.7826087
16,"Pulaski Co Stockyard, GA",2007_05,-83.47,32.28,102.18,470.7207207
12,"Swainsboro, GA",2007_05,-82.33,32.6,67.38,452.1428571
8,"Thomaston, GA",2007_05,-84.33,32.89,87.18,461.7647059
5,"Thomasville, GA",2007_05,-83.98,30.84,76.16,476.8115942
2,"Washington, GA",2007_05,-82.74,33.74,86.17,473.3333333
13,"Americus, GA",2007_06,-84.23,32.07,56.02,433.3333333
11,"Ashburn, GA",2007_06,-83.65,31.71,111.64,481.875
